119.3333359,282
398.3333435,132
572.333313,33
2.3333333,168
2.3333333,252
109.8333359,17
233.3333282,435
530.333313,192
493.833374,209
35979.83203,144
6677.833008,56
4056.333252,239
244.8333282,111
12770.83301,96
39492.33203,805
2514.333252,144
5750.833008,144
5689.833008,85
3953.833252,232
14359.33301,287
40.3333321,164
15.833333,26
40643.83203,429
115.3333282,238
16.333334,167
0.3333333,209
170.3333282,167
845.833313,167
41962.33203,429
5.833333,680
39.8333321,55
